Problem,n,m,Time,Kurtosis,N,Obj
Generator_10M_2_10.mat,20,10000000,2.939049,2.28719941518049,40,222.825589452469
Generator_10M_2_10.mat,20,10000000,2.927129,1.2769251715344,40,88.369721680808
Generator_10M_2_10.mat,20,10000000,2.935437,1.15560301261254,40,29.4571874057052
Generator_10M_2_10.mat,20,10000000,2.935452,1.14397634281082,40,-17.9608747549201
Generator_10M_2_10.mat,20,10000000,2.948366,1.14282481371847,40,-64.1501115225741
Generator_10M_2_2.mat,20,10000000,3.267693,2.83012141253659,40,247.316723304714
Generator_10M_2_2.mat,20,10000000,3.255404,1.30198204047465,40,90.512141314252
Generator_10M_2_2.mat,20,10000000,3.267358,1.15286413811952,40,29.1798381580571
Generator_10M_2_2.mat,20,10000000,3.267134,1.13921152973876,40,-18.4877724175922
Generator_10M_2_2.mat,20,10000000,3.272631,1.13786694556087,40,-64.7020201614937
Generator_10M_2_3.mat,20,10000000,2.757069,2.62181528143075,40,254.457593902342
Generator_10M_2_3.mat,20,10000000,2.750162,1.26031200837991,40,95.2780626633637
Generator_10M_2_3.mat,20,10000000,2.750773,1.14071930884414,40,33.6741735359896
Generator_10M_2_3.mat,20,10000000,2.744049,1.12955281378286,40,-14.0323004259808
Generator_10M_2_3.mat,20,10000000,2.760962,1.12844942108696,40,-60.2505938348158
Generator_10M_2_4.mat,20,10000000,3.597395,1.27524641398429,40,164.960401257837
Generator_10M_2_4.mat,20,10000000,3.594727,1.07275341053675,40,13.3814089819901
Generator_10M_2_4.mat,20,10000000,3.593503,1.05252909239247,40,-54.8331249274226
Generator_10M_2_4.mat,20,10000000,3.600629,1.05060649388038,40,-103.784447587567
Generator_10M_2_4.mat,20,10000000,3.594533,1.05041563564151,40,-150.137595169232
Generator_10M_2_5.mat,20,10000000,2.897039,2.13302598370199,40,243.461899439601
Generator_10M_2_5.mat,20,10000000,2.915546,1.23069956369477,40,91.214287644975
Generator_10M_2_5.mat,20,10000000,2.883596,1.13021404236878,40,31.1544814961429
Generator_10M_2_5.mat,20,10000000,2.880652,1.12056513761196,40,-16.3739373921936
Generator_10M_2_5.mat,20,10000000,2.883627,1.1196087060394,40,-62.5741382026986
Generator_10M_2_6.mat,20,10000000,2.82707,2.25717244773597,40,217.628554872971
Generator_10M_2_6.mat,20,10000000,2.790177,1.24565653984557,40,87.8494019542701
Generator_10M_2_6.mat,20,10000000,2.805412,1.13135173273571,40,27.6457414346943
Generator_10M_2_6.mat,20,10000000,2.791719,1.12038840418191,40,-19.9149158468864
Generator_10M_2_6.mat,20,10000000,2.793754,1.11930234641789,40,-66.1185500229132
Generator_10M_2_7.mat,20,10000000,3.699888,1.32176766935724,40,165.400233367172
Generator_10M_2_7.mat,20,10000000,3.699779,1.08647529384133,40,20.5692022557971
Generator_10M_2_7.mat,20,10000000,3.70674,1.06307242153625,40,-45.7323510817596
Generator_10M_2_7.mat,20,10000000,3.713824,1.06084142154985,40,-94.3938585133387
Generator_10M_2_7.mat,20,10000000,3.715039,1.06061983858172,40,-140.716169050668
Generator_10M_2_8.mat,20,10000000,2.996582,1.99063940087386,40,194.125927173192
Generator_10M_2_8.mat,20,10000000,3.010678,1.22262267488996,40,68.4659823882094
Generator_10M_2_8.mat,20,10000000,2.990591,1.12328208951787,40,10.5837901673589
Generator_10M_2_8.mat,20,10000000,3.001669,1.11397922232549,40,-36.7410849818486
Generator_10M_2_8.mat,20,10000000,2.984179,1.1130605142022,40,-82.921188749813
Generator_10M_2_9.mat,20,10000000,3.653831,1.04317212181782,40,107.201125654105
Generator_10M_2_9.mat,20,10000000,3.649651,1.01017204333615,40,-47.2131748255975
Generator_10M_2_9.mat,20,10000000,3.657215,1.00719626328237,40,-117.230519727336
Generator_10M_2_9.mat,20,10000000,3.637472,1.00691471341352,40,-166.367005653601
Generator_10M_2_9.mat,20,10000000,3.6486,1.00688675771668,40,-212.738002623003
Generator_10M_3_1.mat,30,10000000,5.005994,1.90232889649017,60,306.816219066008
Generator_10M_3_1.mat,30,10000000,5.008937,1.15285467496629,60,80.2306587952944
Generator_10M_3_1.mat,30,10000000,5.005872,1.08722369682483,60,-12.7878089803845
Generator_10M_3_1.mat,30,10000000,5.010701,1.08159570912616,60,-84.6358439077625
Generator_10M_3_1.mat,30,10000000,5.009201,1.08104420768945,60,-153.99618119839
Generator_10M_3_10.mat,30,10000000,5.394556,2.31173261859304,60,317.166229884742
Generator_10M_3_10.mat,30,10000000,5.380515,1.2321919974802,60,138.740521333785
Generator_10M_3_10.mat,30,10000000,5.373691,1.12252673860769,60,50.0671194343478
Generator_10M_3_10.mat,30,10000000,5.370176,1.11226506916481,60,-21.0974959081593
Generator_10M_3_10.mat,30,10000000,5.376257,1.11125138214912,60,-90.3851806873972
Generator_10M_3_2.mat,30,10000000,4.721559,3.10343001526069,60,355.865285326095
Generator_10M_3_2.mat,30,10000000,4.689408,1.31726288680461,60,152.165393645448
Generator_10M_3_2.mat,30,10000000,4.699469,1.1480788152746,60,59.7662137527047
Generator_10M_3_2.mat,30,10000000,4.6921,1.1328144297763,60,-11.8224624779928
Generator_10M_3_2.mat,30,10000000,4.702671,1.13131545148186,60,-81.1531271674594
Generator_10M_3_3.mat,30,10000000,4.184207,2.01829694877551,60,319.497459116525
Generator_10M_3_3.mat,30,10000000,4.154931,1.26610728983814,60,91.6527094919369
Generator_10M_3_3.mat,30,10000000,4.149731,1.15099602063739,60,2.1152257424622
Generator_10M_3_3.mat,30,10000000,4.174551,1.13965779318349,60,-69.1744274101724
Generator_10M_3_3.mat,30,10000000,4.162524,1.13853171871939,60,-138.475640996114
Generator_10M_3_4.mat,30,10000000,4.376546,1.60061901613077,60,281.424307835682
Generator_10M_3_4.mat,30,10000000,4.353467,1.15457576799383,60,45.2835485751029
Generator_10M_3_4.mat,30,10000000,4.360274,1.09296800231796,60,-57.006289981967
Generator_10M_3_4.mat,30,10000000,4.371464,1.08688571848959,60,-130.299439194839
Generator_10M_3_4.mat,30,10000000,4.374348,1.08628070569059,60,-199.81291609652
Generator_10M_3_5.mat,30,10000000,4.377343,3.26181409239057,60,351.491558145392
Generator_10M_3_5.mat,30,10000000,4.349779,1.32486690683184,60,149.233913545182
Generator_10M_3_5.mat,30,10000000,4.373172,1.15649685672903,60,57.7674885917132
Generator_10M_3_5.mat,30,10000000,4.371064,1.14153125781742,60,-13.7151564378988
Generator_10M_3_5.mat,30,10000000,4.348106,1.1400626466309,60,-83.0350917375452
Generator_10M_3_6.mat,30,10000000,4.436146,3.1210928143095,60,404.277708765693
Generator_10M_3_6.mat,30,10000000,4.421036,1.30069698946791,60,159.311813666032
Generator_10M_3_6.mat,30,10000000,4.428845,1.14481071622658,60,65.2463702898452
Generator_10M_3_6.mat,30,10000000,4.41145,1.13079683173927,60,-6.50695589235115
Generator_10M_3_6.mat,30,10000000,4.43432,1.12941991565353,60,-75.8541043986127
Generator_10M_3_7.mat,30,10000000,5.606876,1.47573442097525,60,246.229908203039
Generator_10M_3_7.mat,30,10000000,5.58334,1.12904053994923,60,44.1324043631077
Generator_10M_3_7.mat,30,10000000,5.579377,1.09600121033221,60,-50.1518874105639
Generator_10M_3_7.mat,30,10000000,5.624944,1.09285630808114,60,-122.407758148271
Generator_10M_3_7.mat,30,10000000,5.594136,1.09254390788331,60,-191.814045912526
Generator_10M_3_8.mat,30,10000000,4.702586,2.54330634769451,60,375.02442093901
Generator_10M_3_8.mat,30,10000000,4.692584,1.25059709721077,60,151.113316786677
Generator_10M_3_8.mat,30,10000000,4.688232,1.13038560637189,60,59.887468606137
Generator_10M_3_8.mat,30,10000000,4.690747,1.11917733945514,60,-11.5493680603064
Generator_10M_3_8.mat,30,10000000,4.698983,1.1180705068597,60,-80.8644737982213
Generator_10M_3_9.mat,30,10000000,4.519192,2.07233735702249,60,297.784534134187
Generator_10M_3_9.mat,30,10000000,4.492895,1.22511194437839,60,66.8337301674581
Generator_10M_3_9.mat,30,10000000,4.505157,1.11739896696462,60,-26.2711816355354
Generator_10M_3_9.mat,30,10000000,4.497337,1.10741476338758,60,-98.1131781999133
Generator_10M_3_9.mat,30,10000000,4.488536,1.10642978531125,60,-167.472640041341
Generator_10M_4_1.mat,40,10000000,7.628091,2.60096607584943,80,444.850494588707
Generator_10M_4_1.mat,40,10000000,7.56991,1.27126545025998,80,202.94819623036
Generator_10M_4_1.mat,40,10000000,7.63945,1.14135132467455,80,84.3232331199459
Generator_10M_4_1.mat,40,10000000,7.570663,1.12927464604976,80,-10.6039680109581
Generator_10M_4_1.mat,40,10000000,7.618242,1.12808265214532,80,-102.991633533337
Generator_10M_4_10.mat,40,10000000,5.549975,1.70170463975093,80,394.727145110651
Generator_10M_4_10.mat,40,10000000,5.564884,1.20288620887888,80,78.1222006884429
Generator_10M_4_10.mat,40,10000000,5.559293,1.1142802096832,80,-52.4541261811596
Generator_10M_4_10.mat,40,10000000,5.538652,1.10532885019903,80,-149.217632157058
Generator_10M_4_10.mat,40,10000000,5.539086,1.10443816604724,80,-241.799793119903
Generator_10M_4_2.mat,40,10000000,7.465647,1.52191730188166,80,389.35212779858
Generator_10M_4_2.mat,40,10000000,7.500487,1.11434641672158,80,107.9045914417
Generator_10M_4_2.mat,40,10000000,7.459713,1.0729159712167,80,-17.2514168641996
Generator_10M_4_2.mat,40,10000000,7.489634,1.06900627988735,80,-113.375578214235
Generator_10M_4_2.mat,40,10000000,7.481926,1.06861889038896,80,-205.892793513328
Generator_10M_4_3.mat,40,10000000,6.168136,4.46295301412084,80,485.463994753011
Generator_10M_4_3.mat,40,10000000,6.160963,1.40155175498183,80,218.926433653946
Generator_10M_4_3.mat,40,10000000,6.182996,1.1910257451482,80,94.5909349873583
Generator_10M_4_3.mat,40,10000000,6.130982,1.17300047514087,80,-0.997854447116524
Generator_10M_4_3.mat,40,10000000,6.174053,1.1712386963399,80,-93.4528013473587
Generator_10M_4_4.mat,40,10000000,7.052731,1.51642951052914,80,401.684716464615
Generator_10M_4_4.mat,40,10000000,7.044738,1.11271424557274,80,88.2544157496041
Generator_10M_4_4.mat,40,10000000,7.031384,1.06266515787859,80,-43.1315302286682
Generator_10M_4_4.mat,40,10000000,7.048421,1.05808667806715,80,-140.041054633474
Generator_10M_4_4.mat,40,10000000,7.037831,1.05763586521548,80,-232.639049693171
Generator_10M_4_5.mat,40,10000000,7.227084,1.27813925458213,80,361.279450955766
Generator_10M_4_5.mat,40,10000000,7.236873,1.06156193065512,80,57.7963207340781
Generator_10M_4_5.mat,40,10000000,7.21757,1.03967829066285,80,-77.3937196926383
Generator_10M_4_5.mat,40,10000000,7.195197,1.03762332488291,80,-174.980342102045
Generator_10M_4_5.mat,40,10000000,7.220575,1.03741983484377,80,-267.65117296035
Generator_10M_4_6.mat,40,10000000,6.742676,3.67524274901327,80,506.501663997548
Generator_10M_4_6.mat,40,10000000,6.727589,1.33969380690503,80,225.211421131167
Generator_10M_4_6.mat,40,10000000,6.721591,1.14814201668133,80,99.4679250618166
Generator_10M_4_6.mat,40,10000000,6.723176,1.13144399178113,80,3.70718355230455
Generator_10M_4_6.mat,40,10000000,6.701633,1.12981166441022,80,-88.7653404678206
Generator_10M_4_7.mat,40,10000000,7.059381,1.20383022584715,80,306.851493561103
Generator_10M_4_7.mat,40,10000000,7.028117,1.05999689051646,80,-4.17051920589789
Generator_10M_4_7.mat,40,10000000,7.043693,1.04598431492711,80,-144.948817799979
Generator_10M_4_7.mat,40,10000000,7.046479,1.04465117183127,80,-243.561441665311
Generator_10M_4_7.mat,40,10000000,7.032807,1.04451876832005,80,-336.344033636464
Generator_10M_4_8.mat,40,10000000,6.234291,1.71232007863572,80,412.531378745288
Generator_10M_4_8.mat,40,10000000,6.218713,1.20836772210472,80,122.509909278927
Generator_10M_4_8.mat,40,10000000,6.227229,1.12852946211248,80,2.6843558758116
Generator_10M_4_8.mat,40,10000000,6.226824,1.12028579728803,80,-92.5589406894489
Generator_10M_4_8.mat,40,10000000,6.248296,1.11946148388685,80,-184.98214872987
Generator_10M_4_9.mat,40,10000000,6.200564,3.45946863085362,80,478.146575571688
Generator_10M_4_9.mat,40,10000000,6.175279,1.30384931814819,80,217.061303083193
Generator_10M_4_9.mat,40,10000000,6.203676,1.13944745427847,80,94.3759879837009
Generator_10M_4_9.mat,40,10000000,6.191916,1.12519965725891,80,-1.02747576557979
Generator_10M_4_9.mat,40,10000000,6.238289,1.12380647228933,80,-93.4636309234102
Generator_10M_5_1.mat,50,10000000,8.80649,3.20275450535166,100,636.010051570798
Generator_10M_5_1.mat,50,10000000,8.770364,1.3344369227052,100,290.801959076621
Generator_10M_5_1.mat,50,10000000,8.807179,1.15218271259163,100,134.063200181469
Generator_10M_5_1.mat,50,10000000,8.77323,1.13556988329629,100,14.4267356777
Generator_10M_5_1.mat,50,10000000,8.792836,1.13393788754297,100,-101.157198546012
Generator_10M_5_10.mat,50,10000000,9.120532,1.24139639723773,100,400.458913087092
Generator_10M_5_10.mat,50,10000000,9.1042,1.06295506004834,100,35.1129711708752
Generator_10M_5_10.mat,50,10000000,9.132405,1.04554834155249,100,-131.329706612909
Generator_10M_5_10.mat,50,10000000,9.117004,1.04389680135114,100,-253.097202864651
Generator_10M_5_10.mat,50,10000000,9.104268,1.04373286627746,100,-368.915112993263
Generator_10M_5_2.mat,50,10000000,7.280471,2.15910346257766,100,578.079879913931
Generator_10M_5_2.mat,50,10000000,7.28693,1.24715339785563,100,213.371366816837
Generator_10M_5_2.mat,50,10000000,7.251945,1.13863991635462,100,68.3009162396177
Generator_10M_5_2.mat,50,10000000,7.270321,1.1281839596151,100,-49.8846480907144
Generator_10M_5_2.mat,50,10000000,7.264979,1.12714724317874,100,-165.320006464241
Generator_10M_5_3.mat,50,10000000,8.020265,6.29145557564037,100,625.266206913274
Generator_10M_5_3.mat,50,10000000,8.061649,1.39372331419178,100,285.739705835822
Generator_10M_5_3.mat,50,10000000,8.010455,1.16309111105023,100,131.108167677136
Generator_10M_5_3.mat,50,10000000,8.031382,1.14602873760689,100,11.731427433461
Generator_10M_5_3.mat,50,10000000,8.072262,1.14439006995176,100,-103.825922197139
Generator_10M_5_4.mat,50,10000000,6.940067,2.04086475661046,100,542.017150596086
Generator_10M_5_4.mat,50,10000000,6.945596,1.23251135968409,100,167.83344396437
Generator_10M_5_4.mat,50,10000000,6.957016,1.12863709982913,100,16.6888838745245
Generator_10M_5_4.mat,50,10000000,6.950059,1.11865031768153,100,-102.413050779543
Generator_10M_5_4.mat,50,10000000,6.94043,1.11766030802042,100,-217.944962680628
Generator_10M_5_5.mat,50,10000000,6.582083,2.78336092133481,100,553.879731313853
Generator_10M_5_5.mat,50,10000000,6.550226,1.28994200536005,100,258.131485595619
Generator_10M_5_5.mat,50,10000000,6.555782,1.15562648206137,100,110.396858921179
Generator_10M_5_5.mat,50,10000000,6.638786,1.14348596964486,100,-8.20200341110958
Generator_10M_5_5.mat,50,10000000,6.55468,1.14229097051455,100,-123.680482348815
Generator_10M_5_6.mat,50,10000000,7.121804,1.96400932282398,100,514.870391508124
Generator_10M_5_6.mat,50,10000000,7.183265,1.20765797907371,100,131.07636664587
Generator_10M_5_6.mat,50,10000000,7.177726,1.11254572161373,100,-25.5350812535484
Generator_10M_5_6.mat,50,10000000,7.16964,1.10360879753003,100,-145.493431202025
Generator_10M_5_6.mat,50,10000000,7.137469,1.1027257915274,100,-261.11584979526
Generator_10M_5_7.mat,50,10000000,9.198242,2.90622016489157,100,642.125141185756
Generator_10M_5_7.mat,50,10000000,9.197514,1.2874629555737,100,297.355193623602
Generator_10M_5_7.mat,50,10000000,9.148999,1.12803178134158,100,138.873471315661
Generator_10M_5_7.mat,50,10000000,9.135397,1.11336134064011,100,19.0218544583084
Generator_10M_5_7.mat,50,10000000,9.186592,1.11191923518764,100,-96.5841205906097
Generator_10M_5_8.mat,50,10000000,8.098456,1.8077908644735,100,539.3704097554
Generator_10M_5_8.mat,50,10000000,8.073271,1.18157490071819,100,162.423810056555
Generator_10M_5_8.mat,50,10000000,8.094979,1.10621111160365,100,8.62602412481039
Generator_10M_5_8.mat,50,10000000,8.131744,1.09902941333879,100,-110.918720136519
Generator_10M_5_8.mat,50,10000000,8.08623,1.0983181122652,100,-226.497950568645
Generator_10M_5_9.mat,50,10000000,8.327916,2.18655039761754,100,578.920599348737
Generator_10M_5_9.mat,50,10000000,8.317646,1.17052602380839,100,246.539475744
Generator_10M_5_9.mat,50,10000000,8.306095,1.07998322145886,100,100.126311561823
Generator_10M_5_9.mat,50,10000000,8.306676,1.07204414624908,100,-18.3183979856682
Generator_10M_5_9.mat,50,10000000,8.327485,1.07126633782319,100,-133.781239882869
